¿Tienes fama y dinero ilimitados pero cada vez que alguien te elogia te desmallas durante 30 segundos. ¿Lo aceptas?,You get unlimited fame and money but every time someone compliments you you pass out for 30 seconds. Do you take the deal?
Puedes comer lo que quieras sin engordar pero solo puedes comer parado encima de la mesa. ¿Lo aceptas?,You can eat anything without gaining weight but you can only eat while standing on top of the table. Do you take it?
Puedes leer la mente de cualquier persona pero tus propios pensamientos se escuchan en voz alta todo el tiempo. ¿Lo aceptas?,You can read anyone's mind but your own thoughts are always spoken out loud. Do you take the deal?
Tienes Wi-Fi perfecta y gratuita en cualquier lugar del mundo pero cada vez que te conectas suenas a un módem de los 90 durante 10 segundos. ¿Lo aceptas?,You get perfect free Wi-Fi anywhere in the world but every time you connect you make dial-up modem sounds for 10 seconds. Deal?
Puedes teletransportarte a cualquier lugar instantáneamente pero siempre llegas hablando con la voz de Shrek. ¿Lo aceptas?,You can teleport anywhere instantly but you always arrive speaking in Shrek's voice. Deal or no deal?
Nunca más tendrás que trabajar en tu vida pero cada mañana tienes que cantar el himno nacional completo antes de levantarte. ¿Lo aceptas?,You never have to work again for the rest of your life but every morning you must sing your full national anthem before getting out of bed. Do you take it?
Hablas todos los idiomas del mundo con fluidez pero solo puedes hablar en forma de rap. ¿Trato hecho?,You are fluent in every language on earth but you can only speak in rap. Deal?
Tienes memoria perfecta y nunca olvidas nada — pero tampoco puedes olvidar nada. Cada vergüenza cada dolor cada desilusión para siempre. ¿Lo aceptas?,You have perfect memory and never forget anything — but you also can't forget anything. Every embarrassment every heartbreak every minor pain crystal clear forever. Still want it?
Puedes detener el tiempo cuando quieras pero cada vez que lo haces envejeces un día. ¿Lo aceptas?,You can freeze time whenever you want but every time you do it you age one day. Do you take the deal?
"Ganas la lotería — 50 millones — pero a partir de ese momento tu cara aparece automáticamente en todos los memes de internet. ¿Lo aceptas?","You win the lottery — $50 million — but from that moment on your face automatically appears in every internet meme. Do you take it?"
Puedes volar pero solo tan rápido como caminas y todo el mundo puede verte flotando. ¿Vale la pena?,You can fly but only as fast as you walk and everyone can see you floating around. Is it still worth it?
Nunca más sentirás celos pero tampoco podrás sentir orgullo de nada que hagas. ¿Lo aceptas?,You never feel jealous again but you also can't feel proud of anything you accomplish. Do you take the deal?
Tienes la popularidad de una celebridad en tu ciudad pero cada vez que entras a un lugar suena música de entrada de lucha libre a todo volumen. ¿Lo aceptas?,You have celebrity-level popularity in your city but every time you walk into any room wrestling entrance music plays loudly. Deal?
Puedes ver exactamente lo que pasará con 24 horas de anticipación pero nadie te creerá jamás. ¿Lo aceptas?,You can see exactly what will happen 24 hours in advance but no one will ever believe you. Do you take it?
Nunca más te enfermarás pero cada vez que alguien a tu lado estornuda tienes que aplaudir. ¿Lo aceptas?,You never get sick again but every time someone near you sneezes you must clap. Do you take the deal?
Solo necesitas 2 horas de sueño por noche y despiertas completamente descansado pero siempre con una canción aleatoria pegada en la cabeza todo el día. ¿Lo aceptas?,You only need 2 hours of sleep a night and wake up fully rested but you always wake up with a random song stuck in your head that you can't shake all day. Deal?
Tu ex jamás podrá olvidarte pero tú tampoco puedes olvidarlo/a. ¿Lo aceptas?,Your ex can never forget you but you can never forget them either. Do you take that deal?
Puedes hablar con los animales pero ellos también pueden hablarte — y tienen muchas quejas. ¿Lo aceptas?,You can talk to animals but they can also talk to you — and they have a lot of complaints. Do you take it?
Eres irresistiblemente atractivo/a para todos pero los mosquitos te adoran más que a cualquier otro ser humano en el planeta. ¿Lo aceptas?,You become irresistibly attractive to everyone but mosquitoes are inexplicably and relentlessly obsessed with you above all other humans. Deal?
Tienes suerte infinita apostando y siempre ganas pero cada vez que lo haces tienes que bailar sin control durante un minuto completo antes de poder parar. ¿Lo aceptas?,You have infinite luck at gambling and always win but every time you do you must dance uncontrollably for exactly one minute before you can stop. Do you take it?
Tienes deseos ilimitados pero cada vez que pides uno engordas 10 kilos. ¿Cuántos deseos pides?,You get unlimited wishes but every wish you make you gain 25 pounds. How many wishes are you granting?
Nunca jamás tendrás resaca pero el jugo de naranja te emborracha. ¿Lo aceptas?,You never get a hangover ever again but orange juice gets you drunk. Do you take it?
Puedes saltar cualquier fila o cola en cualquier lugar del mundo pero físicamente tienes que llegar saltando a la cima — no puedes caminar. ¿Lo aceptas?,You can skip any line anywhere in the world but you have to physically skip everywhere you go — no walking allowed. Deal?
Tienes el cuerpo perfecto para siempre pero tu risa suena exactamente igual a la de una cabra. ¿Lo aceptas?,You have a perfect body forever but your laugh sounds exactly like a goat. Do you take it?
Eres el más inteligente en cualquier sala en la que entres pero solo puedes sentarte en el suelo. ¿Lo aceptas?,You are always the smartest person in any room you enter but you can only sit on the floor. Do you take the deal?
Tu piel es perfecta para siempre y nunca tendrás un grano pero tu cabello siempre huele a perro mojado sin importar cuánto lo laves. ¿Lo aceptas?,Your skin is perfect forever and you never get a pimple but your hair permanently smells like wet dog no matter how much you wash it. Deal?
Puedes correr a velocidad de superhéroe pero solo hacia atrás. ¿Lo aceptas?,You can run at superhero speed but only backwards. Do you take the deal?
Todos tus dispositivos tienen batería infinita pero solo pueden mostrar en blanco y negro. ¿Lo aceptas?,All your devices have infinite battery but they can only display in black and white. Do you take it?
Caes bien a todo el mundo de manera instantánea pero tu teléfono autocorrige todo lo que escribes de forma completamente aleatoria y no puedes desactivarlo. ¿Lo aceptas?,Everyone instantly likes you but your phone autocorrects everything you type to something completely random and you can't turn it off. Deal?
Puedes respirar bajo el agua pero en tierra firme tienes que aguantar la respiración 5 segundos cada minuto. ¿Lo aceptas?,You can breathe underwater but on land you have to hold your breath for 5 seconds every minute. Do you take it?
Tienes salud perfecta y nunca te enfermas pero te despiertas obligatoriamente a las 4 de la mañana todos los días sin excepción. ¿Lo aceptas?,You have perfect health and never get sick but you are forced to wake up at 4am every single day no exceptions. Do you take the deal?
Ganas un aumento de sueldo todos los meses para siempre pero tu jefe manda a tu mamá en copia de todos tus correos del trabajo. ¿Lo aceptas?,You get a raise every single month forever but your boss cc's your mom on every work email. Do you take it?
Puedes ver a través de las paredes pero solo si son de madera. ¿Sirve de algo?,You can see through walls but only if they are made of wood. Is it even worth it?
Eres famoso mundialmente pero por algo profundamente vergonzoso que nunca podrás explicar ni desmentir. ¿Lo aceptas?,You become world-famous but for something deeply embarrassing that you can never explain or deny. Do you take the deal?
Ganas todo debate y discusión sin importar el tema pero cada vez que ganas inmediatamente te tropiezas y caes al suelo. ¿Lo aceptas?,You win every single argument no matter what but every time you win you immediately trip and fall on the floor. Deal?
Recibes mil dólares cada vez que llueve pero lloras sin poder controlarlo cada vez que escuchas música. ¿Lo aceptas?,"You get $1000 every time it rains but you cry uncontrollably every time you hear music. Do you take it?"
Tienes la voz más hermosa del mundo y cantas como un ángel pero solo cuando estás en el baño y nadie puede escucharte. ¿Lo aceptas?,You have the most beautiful singing voice in the world but it only works when you are alone in the bathroom and no one can hear you. Deal?
Nunca más pagarás impuestos pero tu historial de búsqueda en internet se publica públicamente todos los domingos. ¿Lo aceptas?,You never pay taxes again but your full internet search history gets posted publicly every Sunday. Do you take it?
Puedes ver los subtítulos de lo que piensa cualquier persona que miras pero no puedes apagar esa función nunca. ¿Lo aceptas?,You can see subtitles of what anyone is thinking just by looking at them but you can never turn it off. Do you take the deal?
La comida que más te gusta sabe increíble pero solo cuando alguien te está mirando comer. En privado no sabe a nada. ¿Lo aceptas?,Your favorite food tastes incredible but only when someone is watching you eat. Alone it tastes like nothing. Do you take it?
Puedes hablar con los muertos pero ellos solo quieren hablar de sus arrepentimientos. ¿Lo aceptas?,You can communicate with the dead but they only ever want to talk about their regrets. Do you take the deal?
Tienes suerte perfecta en todo — excepto con las puertas. Siempre empujas cuando dice jalar y siempre jalas cuando dice empujar. ¿Lo aceptas?,You have perfect luck in everything — except doors. You always push when it says pull and pull when it says push. Do you take the deal?
Puedes congelar el tiempo pero mientras está congelado no puedes moverte tú tampoco. Solo puedes mirar. ¿Lo aceptas?,You can freeze time but while time is frozen you also cannot move. You can only watch. Do you take it?
Nunca más sentirás dolor físico pero tampoco podrás sentir nada físicamente placentero — ni el sol en la piel ni un abrazo ni la cama después de un día largo. ¿Lo aceptas?,You never feel physical pain again but you also can't feel any physical pleasure — no warm sun no hugs no getting into bed after a long day. Do you take the deal?
Cada persona que conoces queda convencida de que eres su mejor amigo pero tú no puedes recordar el nombre de nadie. ¿Lo aceptas?,Every person you meet becomes instantly convinced you are their best friend but you can never remember anyone's name. Do you take it?
Deseas no tener que trabajar nunca más. Se concede — te diagnostican una enfermedad que te deja en cama permanentemente. Técnicamente no trabajas. ¿Lo habrías pedido sabiendo esto?,You wish to never have to work again. Granted — you are diagnosed with a condition that leaves you permanently bedridden. Technically you never work again. Would you have made that wish?
Pides ser el más famoso del mundo. Se concede — pero la fama llega después de tu muerte por algo que aún no has hecho. ¿Lo aceptas?,You wish to be the most famous person in the world. Granted — but the fame arrives after your death for something you haven't done yet. Do you take it?
Deseas vivir para siempre. Se concede — pero todos los que amas envejecen y mueren mientras tú permaneces igual. ¿Cuánto tiempo pasaría antes de que desearas no haberlo pedido?,You wish to live forever. Granted — but everyone you love ages and dies while you stay the same. How long before you'd regret it?
Pides que nadie pueda mentirte jamás. Se concede — y desde ese momento cada persona en tu vida solo puede decirte lo que realmente piensa de ti. ¿Estás seguro de que quieres eso?,You wish that no one can ever lie to you. Granted — and from that moment everyone in your life can only say what they truly think of you. Are you sure you want that?
Deseas que tu peor enemigo desaparezca para siempre. Se concede — pero la investigación de su desaparición recae sobre ti. ¿Lo habrías pedido?,You wish your worst enemy would disappear forever. Granted — but the investigation into their disappearance falls on you. Would you have made the wish?
Pides ser el más inteligente del planeta. Se concede — y en dos semanas te das cuenta de que la existencia no tiene sentido y que absolutamente nadie puede seguirte el ritmo. ¿Lo aceptas?,You wish to be the smartest person on earth. Granted — within two weeks you've concluded existence is meaningless and no one can keep up with you intellectually. Do you take the deal?
Deseas que todos te amen incondicionalmente. Se concede — su obsesión crece hasta volverse peligrosa. No puedes ir a ningún lado sin que te sigan. ¿Lo aceptas?,You wish for everyone to love you unconditionally. Granted — their devotion grows into dangerous obsession. You cannot go anywhere without being followed. Do you take it?
Pides revivir tu recuerdo más feliz cada noche al dormir. Se concede — pero ya no puedes despertar de él. ¿Lo aceptas?,You wish to relive your happiest memory every night in your dreams. Granted — but you can no longer wake up from it. Do you take the deal?
Deseas que todo lo que toques se convierta en oro. Se concede de inmediato. ¿Ya pensaste en lo que eso implica?,You wish that everything you touch turns to gold. Granted immediately. Have you thought about what that actually means?
Pides poder escuchar los pensamientos de todos. Se concede — pero no puedes apagarlo. Cada pensamiento de cada persona cerca de ti llega a tu cabeza al mismo tiempo para siempre. ¿Lo aceptas?,You wish you could hear everyone's thoughts. Granted — but you can't turn it off. Every thought from every person near you floods your mind simultaneously forever. Do you take it?
Deseas despertar mañana siendo diez años más joven. Se concede — y todo lo que construiste en esos diez años desaparece con ellos. ¿Lo aceptas?,You wish to wake up ten years younger tomorrow. Granted — and everything you built in those ten years disappears along with them. Do you take it?
Pides que tu equipo favorito gane el campeonato este año. Se concede — como resultado de una tragedia que elimina al equipo favorito de tu mejor amigo. ¿Lo pedirías igual?,You wish your favorite team wins the championship this year. Granted — as a result of a tragedy that eliminates your best friend's favorite team. Would you still make the wish?
Deseas nunca sentir miedo. Se concede — y sin miedo tomas decisiones cada vez más peligrosas sin darte cuenta hasta que es demasiado tarde. ¿Lo aceptas?,You wish to never feel fear again. Granted — and without fear you make increasingly dangerous decisions without realizing it until it's too late. Do you take the deal?
Pides poder viajar en el tiempo. Se concede — pero solo hacia adelante y de a un segundo por vez igual que ahora. ¿Contaba?,You wish you could travel through time. Granted — but only forward at the rate of one second per second exactly as you already do. Does that count?
Deseas que tu ex te extrañe. Se concede — tanto que no puede funcionar en su vida diaria y termina necesitando ayuda profesional. ¿Todavía querías eso?,You wish your ex misses you. Granted — so intensely they can no longer function in daily life and need professional help. Did you still want that?
Pides ser perfectamente feliz para siempre. Se concede — pero la felicidad perfecta no tiene contraste ni profundidad. En seis meses ya no sientes nada. ¿Lo aceptas?,You wish to be perfectly happy forever. Granted — but perfect happiness has no contrast and no depth. Within six months you feel nothing at all. Do you take it?
Deseas encontrar el amor verdadero. Se concede — los conoces hoy y son todo lo que esperabas. Mueren en un accidente tres años después. ¿Habrías preferido no haberlos conocido nunca?,You wish to find your true love. Granted — you meet them today and they are everything you hoped for. They die in an accident three years later. Would you have preferred never meeting them?
Pides que la gente siempre te diga la verdad. Se concede — incluyendo los amigos que ya no te quieren tanto como antes y tu familia opinando sobre cada decisión que tomas. ¿Lo aceptas?,You wish people would always tell you the truth. Granted — including friends who don't like you as much as they used to and family with opinions on your every decision. Do you take the deal?
Deseas tener energía infinita y nunca sentirte cansado. Se concede — y sin el cansancio que te dice cuándo parar empiezas a perder el control de tu propio cuerpo. ¿Lo aceptas?,You wish for infinite energy and to never feel tired. Granted — and without the exhaustion that tells you when to stop you slowly lose control of your own body. Do you take it?
Pides ganar siempre que apuestas dinero. Se concede — y en tres meses pierdes todo lo que tienes de maneras que no involucran apuestas porque ya no sabes gestionar el riesgo en nada más. ¿Lo aceptas?,You wish to always win when you gamble money. Granted — within three months you lose everything you own in ways that don't involve gambling because you've lost all ability to manage risk in anything else. Do you take it?
Deseas no necesitar dormir jamás. Se concede — y con 168 horas extra por semana y sin el descanso que procesa tus emociones te vuelves lentamente irreconocible. ¿Lo aceptas?,You wish to never need sleep again. Granted — with 168 extra hours per week and no rest to process your emotions you slowly become unrecognizable to yourself. Do you take the deal?
Pides que las plantas crezcan donde tú las plantes aunque sea en el desierto. Se concede — y en diez años el ecosistema del desierto donde vivías colapsó por completo. ¿Lo aceptas?,You wish plants would grow anywhere you plant them even in the desert. Granted — and within ten years the desert ecosystem where you lived has completely collapsed. Do you take it?
Deseas ser inmortal. Se concede — cuando el sol explote en cinco mil millones de años seguirás flotando en el vacío del espacio totalmente consciente. ¿Todavía lo quieres?,You wish to be immortal. Granted — when the sun explodes in five billion years you will still be floating in the void of space fully conscious. Do you still want it?
Pides que las personas sean completamente honestas en internet. Se concede — y el mundo descubre en 72 horas que casi nadie soporta a casi nadie. ¿Lo habrías pedido?,You wish people were completely honest on the internet. Granted — and within 72 hours the world discovers almost nobody actually likes almost anybody. Would you have made that wish?
Deseas que tu canción favorita te suene perfecta cada vez que la escuchas. Se concede — pero solo puedes escucharla a ti. Para todos los demás suena completamente diferente y horrible. ¿Lo aceptas?,You wish your favorite song sounds perfect every time you hear it. Granted — but only to you. To everyone else it sounds completely different and awful. Do you take the deal?
Pides poder hablar con los muertos. Se concede — y lo primero que aprenden todos es que el tiempo que desperdiciaste preocupándote por cosas sin importancia mientras ellos estaban vivos fue enorme. ¿Todavía quieres esa conversación?,You wish you could speak to the dead. Granted — and the first thing everyone learns is how much time you wasted worrying about unimportant things while they were alive. Do you still want that conversation?
Deseas que el mundo te recuerde para siempre. Se concede — como advertencia. Tu historia se enseña en las escuelas durante siglos como ejemplo de lo que no se debe hacer. ¿Lo aceptas?,You wish the world remembers you forever. Granted — as a cautionary tale. Your story is taught in schools for centuries as an example of what not to do. Do you take it?
Pides volver a tener diez años por un día. Se concede — con toda tu memoria actual. Pasas el día viendo a las personas que ya murieron caminando por la casa y sabiendo exactamente cuándo y cómo se van a ir. ¿Lo harías?,You wish to be ten years old again for just one day. Granted — with your full current memory. You spend the day seeing people who have since died walking around the house knowing exactly when and how each one will go. Would you do it?
Deseas que tu mayor arrepentimiento nunca hubiera ocurrido. Se concede — y con él desaparece también todo lo bueno que vino después porque ninguna de esas cosas habría existido sin ese momento. ¿Lo cambiarías de todas formas?,You wish your biggest regret had never happened. Granted — and along with it disappears everything good that came after because none of it would have existed without that moment. Would you still change it?
Pides ser completamente libre — sin obligaciones sin ataduras sin responsabilidades. Se concede — y en tres meses descubres que la libertad sin propósito ni vínculos es el tipo de soledad más pesada que existe. ¿Lo aceptas?,You wish to be completely free — no obligations no ties no responsibilities. Granted — and within three months you discover that freedom without purpose or connection is the heaviest kind of loneliness there is. Do you take the deal?
