lunes,monday,Primer día laborable de la semana,First working day of the week,tiempo,beginner
martes,tuesday,Día de la semana dedicado a Marte,Day of the week named after Mars,tiempo,beginner
jueves,thursday,Día entre miércoles y viernes,Day between Wednesday and Friday,tiempo,beginner
viernes,friday,¡El mejor día! Empieza el fin de semana,The best day! The weekend starts,tiempo,beginner
sabado,saturday,Día para descansar y divertirse,Day to rest and have fun,tiempo,beginner
domingo,sunday,Último día de la semana en muchos países,Last day of the week in many countries,tiempo,beginner
enero,january,Primer mes del año nuevo,First month of the new year,tiempo,beginner
febrero,february,El mes más corto del año,The shortest month of the year,tiempo,beginner
marzo,march,Mes en que llega la primavera,Month when spring arrives,tiempo,beginner
abril,april,Mes de lluvias y flores,Month of rain and flowers,tiempo,beginner
mayo,may,Mes de las madres en muchos países,Month of mothers in many countries,tiempo,beginner
junio,june,Mes en que empieza el verano,Month when summer begins,tiempo,beginner
julio,july,Mes más caluroso del verano,Hottest month of summer,tiempo,beginner
agosto,august,Mes de vacaciones por excelencia,The quintessential vacation month,tiempo,beginner
octubre,october,Mes del otoño y Halloween,Month of autumn and Halloween,tiempo,beginner
hora,hour,Sesenta minutos forman una,Sixty minutes make one,tiempo,beginner
minuto,minute,Sesenta segundos forman uno,Sixty seconds make one,tiempo,beginner
segundo,second,La unidad de tiempo más pequeña común,The smallest common unit of time,tiempo,beginner
semana,week,Siete días forman una,Seven days make one,tiempo,beginner
mes,month,Período de aproximadamente treinta días,Period of approximately thirty days,tiempo,beginner
ano,year,Período de doce meses,Period of twelve months,tiempo,beginner
siglo,century,Cien años forman uno,One hundred years make one,tiempo,advanced
decada,decade,Diez años forman una,Ten years make one,tiempo,advanced
manana,morning,Parte del día antes del mediodía,Part of the day before noon,tiempo,beginner
tarde,evening,Parte del día después del mediodía,Part of the day after noon,tiempo,beginner
noche,night,Cuando sale la luna y las estrellas,When the moon and stars come out,tiempo,beginner
hoy,today,Este día presente,This present day,tiempo,beginner
ayer,yesterday,El día antes de hoy,The day before today,tiempo,beginner
reloj,clock,Aparato que marca las horas,Device that tells the time,tiempo,beginner
fecha,date,Día específico en el calendario,Specific day on the calendar,tiempo,beginner
verano,summer,Estación más calurosa del año,Hottest season of the year,tiempo,beginner
otono,autumn,Estación en que caen las hojas,Season when leaves fall,tiempo,beginner
pasado,past,Lo que ya ocurrió antes,What already happened before,tiempo,advanced
futuro,future,Lo que está por venir,What is yet to come,tiempo,advanced
uno,one,El primer número natural,The first natural number,numeros,beginner
dos,two,Par de cosas iguales,A pair of equal things,numeros,beginner
tres,three,Número de lados de un triángulo,Number of sides in a triangle,numeros,beginner
cuatro,four,Número de estaciones del año,Number of seasons in a year,numeros,beginner
cinco,five,Dedos en una mano,Fingers on one hand,numeros,beginner
seis,six,Mitad de una docena,Half a dozen,numeros,beginner
siete,seven,Días en una semana,Days in a week,numeros,beginner
ocho,eight,Número que parece un infinito de pie,Number that looks like infinity standing up,numeros,beginner
nueve,nine,El último dígito antes del diez,The last digit before ten,numeros,beginner
diez,ten,Número de dedos en ambas manos,Number of fingers on both hands,numeros,beginner
once,eleven,Diez más uno,Ten plus one,numeros,beginner
doce,twelve,Número de meses en un año,Number of months in a year,numeros,beginner
trece,thirteen,Número considerado de mala suerte,Number considered unlucky,numeros,beginner
catorce,fourteen,Dos veces siete,Two times seven,numeros,beginner
quince,fifteen,Tres veces cinco,Three times five,numeros,beginner
veinte,twenty,Dos decenas completas,Two complete tens,numeros,beginner
cien,hundred,Diez veces diez,Ten times ten,numeros,beginner
mil,thousand,Diez veces cien,Ten times one hundred,numeros,beginner
cero,zero,Número que representa la nada,Number that represents nothing,numeros,beginner
par,even,Número divisible entre dos,Number divisible by two,numeros,beginner
impar,odd,Número que no es divisible entre dos,Number not divisible by two,numeros,advanced
suma,sum,Operación de juntar cantidades,Operation of adding quantities,numeros,beginner
resta,minus,Operación de quitar cantidades,Operation of subtracting quantities,numeros,beginner
doble,double,Multiplicar por dos,To multiply by two,numeros,beginner
triple,triple,Multiplicar por tres,To multiply by three,numeros,advanced
mitad,half,Dividir algo en dos partes iguales,To divide something into two equal parts,numeros,beginner
tercio,third,Una de tres partes iguales,One of three equal parts,numeros,advanced
cuarto,quarter,Una de cuatro partes iguales,One of four equal parts,numeros,advanced
quinto,fifth,Posición número cinco en una fila,Position number five in a line,numeros,advanced
sexto,sixth,Posición después del quinto,Position after the fifth,numeros,advanced
septimo,seventh,Posición número siete,Position number seven,numeros,advanced
octavo,eighth,Posición número ocho,Position number eight,numeros,advanced
noveno,ninth,Posición número nueve,Position number nine,numeros,advanced
decimo,tenth,Posición número diez,Position number ten,numeros,advanced
primo,prime,Número solo divisible por uno y sí mismo,Number only divisible by one and itself,numeros,advanced
raiz,root,Operación inversa de elevar al cuadrado,Inverse operation of squaring,numeros,advanced
navidad,christmas,Fiesta del 25 de diciembre,Holiday on December 25th,calendario,beginner
pascua,easter,Fiesta cristiana de resurrección,Christian holiday of resurrection,calendario,beginner
boda,wedding,Ceremonia para unir a dos personas,Ceremony to unite two people,calendario,beginner
fiesta,party,Celebración con música y diversión,Celebration with music and fun,calendario,beginner
cumple,birthday,Día en que naciste ¡a celebrar!,Day you were born - time to celebrate!,calendario,beginner
regalo,gift,Lo que das en una celebración especial,What you give on a special celebration,calendario,beginner
vela,candle,La soplas en tu pastel de cumpleaños,You blow it out on your birthday cake,calendario,beginner
pastel,cake,Postre dulce de celebración,Sweet celebration dessert,calendario,beginner
brindis,toast,Levantar la copa y decir ¡salud!,Raise your glass and say cheers!,calendario,advanced
desfile,parade,Marcha festiva por las calles,Festive march through the streets,calendario,advanced
globo,balloon,Decoración inflable de colores,Colorful inflatable decoration,calendario,beginner
musica,music,Sonidos que acompañan toda fiesta,Sounds that accompany every party,calendario,beginner
baile,dance,Mover el cuerpo al ritmo de la música,Moving your body to the rhythm of music,calendario,beginner
disfraz,costume,Ropa especial para Halloween o carnaval,Special clothes for Halloween or carnival,calendario,beginner
mascara,mask,Cubre tu cara en carnaval,Covers your face at carnival,calendario,advanced
cohete,rocket,Fuego artificial que sube al cielo,Firework that shoots into the sky,calendario,advanced
campana,bell,Suena en las iglesias en Nochebuena,Rings in churches on Christmas Eve,calendario,advanced
villano,villain,Personaje malo en las obras de teatro,Bad character in theater plays,calendario,advanced
corona,crown,Adorno para la cabeza del rey o reina,Head ornament for a king or queen,calendario,advanced
santo,saint,Persona santa celebrada en el calendario,Holy person celebrated on the calendar,calendario,advanced
feria,fair,Evento con juegos y comida al aire libre,Event with games and outdoor food,calendario,beginner
ritual,ritual,Ceremonia tradicional repetida cada año,Traditional ceremony repeated every year,calendario,advanced
ofrenda,offering,Se pone en el altar del Día de Muertos,Placed on the Day of the Dead altar,calendario,advanced
altar,altar,Mesa decorada para honrar a los difuntos,Decorated table to honor the deceased,calendario,advanced
tumba,tomb,Lugar donde descansan los difuntos,Place where the deceased rest,calendario,advanced
reunion,meeting,Cuando la familia se junta a celebrar,When the family gathers to celebrate,calendario,beginner
cena,dinner,Comida especial en Nochebuena,Special meal on Christmas Eve,calendario,beginner
vals,waltz,Baile elegante en bodas y quinceañeras,Elegant dance at weddings and quinceañeras,calendario,advanced
pinata,pinata,La rompes con un palo para sacar dulces,You break it with a stick to get candy,calendario,beginner
dulce,candy,Golosina que dan en Halloween,Treat given out on Halloween,calendario,beginner
